59397,2461873,12438,2133652
59397,2461876,12438,2133653
59397,2461877,12438,2133654
59397,805538,49971,2204541
12295,1287507,3528,212275
24584,1927105,59755,2106130
24584,480796,9473,533641
24584,136546,47049,1486353
24584,261266,47135,434904
50860,2378130,64105,1969931
50860,2414080,68419,1903500
50860,23440,6974,1969950
50860,2414081,10714,1951686
50860,2414082,10714,200395
50860,2083995,69117,1286783
50860,2414083,64105,2124881
50860,2054983,81826,1969991
50860,2378122,45605,2378129
50860,2378138,45605,2378130
50860,2414085,32663,803298
50860,2414086,64105,1969951
50860,1988589,32663,278132
38923,85447,22366,85447
38923,1485924,2472,1485917
38924,2342279,96431,314545
38924,799175,94930,2396260
40974,1888049,27737,744113
42669,543199,46987,2387862
58785,1858994,72932,2065037
79891,2579829,81826,2084002
79891,631586,57037,631586
45077,2375105,52304,2422594
90135,100507,88387,1718242
90135,2030332,90136,532328
2072,1234269,15308,542578
2072,1199164,91292,872367
26649,195619,79606,242565
74701,499244,26113,151166
2076,2035969,56370,128133
47135,83221,36755,380175
47135,2388845,54973,256385
47135,968267,54973,620252
47135,968741,54973,434715
47135,881285,21417,805132
47135,101337,62352,219729
47135,244915,62352,1310813
47135,1093863,62352,2193324
47135,245009,62352,2009243
47135,615303,62352,2117662
47135,815380,62352,2388953
47135,815455,62352,2066078
47135,243187,22991,244985
47135,1232648,22991,2226862
47135,50062,22991,242765
47135,389288,22991,244978
47135,136394,22991,47190
47135,2111672,22991,1684621
47135,1373949,21417,81377
47135,492034,22991,1188923
47135,881330,22991,1120876
47135,658178,22991,435008
47135,485766,22991,244805
47135,28341,27707,434977
47135,395940,27707,242130
47135,552052,27707,862536
47135,454996,27707,497469
47135,553186,21417,591716
47135,1186475,22991,553725
47135,2388951,22991,389414
47135,497429,22991,461136
47135,219729,22991,327397
47135,87248,22991,434794
47135,174502,22991,244953
47135,1525789,22991,528352
47135,732046,22991,1349054
47135,676027,22991,2120133
47135,1678539,22991,2226863
47135,2037012,22991,460979
47135,243867,22991,831572
47135,934692,22991,360555
47135,2103099,22991,245009
47135,553086,22991,622693
47135,2009243,22991,461146
47135,126864,16342,330115
47135,2389030,59755,1113357
47135,244282,59755,1631494
47135,481635,59755,668267
47135,1727721,25861,2245679
